Word,Furigana,Romaji,JLPT,Hinshi,Golongan Kata Kerja,Bentuk Masu,Bentuk Negatif,Bentuk Lampau,Bentuk Te,Bentuk Potensial,Bentuk Keinginan,Bentuk Perintah,Bentuk Ajakan,Bentuk Kondisional,Bentuk Pasif,Bentuk Kausatif,Indonesia Meaning
助ける,たすける,tasukeru,JLPT N3,Verb,Ichidan (Group 2),助けます,助けない,助けた,助けて,助けられる,助けたい,助けろ,助けよう,助ければ,助けられる,助けさせる,menyelamatkan; membebaskan
戦う,たたかう,tatakau,JLPT N3,Verb,Godan (Group 1),戦います,戦わない,戦った,戦って,戦える,戦いたい,戦え,戦おう,戦えば,戦われる,戦わせる,untuk berperang (terhadap); untuk melancarkan perang (melawan)
叩く,たたく,tataku,JLPT N3,Verb,Godan (Group 1),叩きます,叩かない,叩いた,叩いて,叩ける,叩きたい,叩け,叩こう,叩けば,叩かれる,叩かせる,memukul; bertepuk tangan
経つ,たつ,tatsu,JLPT N3,Verb,Godan (Group 1),経ちます,経たない,経った,経って,経てる,経ちたい,経て,経とう,経てば,経たれる,経たせる,berlalu; berakhir
たったする,たったする,tattasuru,JLPT N3,Verb,Suru (Group 3),たったします,たったしない,たったした,たったして,たったできる,たったしたい,たったしろ,たったしよう,たったすれば,たったされる,たったさせる,hanya; semata-mata
便りする,たよりする,tayorisuru,JLPT N3,Verb,Suru (Group 3),便りします,便りしない,便りした,便りして,便りできる,便りしたい,便りしろ,便りしよう,便りすれば,便りされる,便りさせる,berita; kabar gembira
頼る,たよる,tayoru,JLPT N3,Verb,Godan (Group 1),頼ります,頼らない,頼った,頼って,頼れる,頼りたい,頼れ,頼ろう,頼れば,頼られる,頼らせる,untuk mengandalkan; untuk menggunakan
提案する,ていあんする,teiansuru,JLPT N3,Verb,Suru (Group 3),提案します,提案しない,提案した,提案して,提案できる,提案したい,提案しろ,提案しよう,提案すれば,提案される,提案させる,usulan; proposisi
抵抗する,ていこうする,teikousuru,JLPT N3,Verb,Suru (Group 3),抵抗します,抵抗しない,抵抗した,抵抗して,抵抗できる,抵抗したい,抵抗しろ,抵抗しよう,抵抗すれば,抵抗される,抵抗させる,perlawanan; penentangan
提出,ていしゅつ,teishutsu,JLPT N3,Verb,Suru (Group 3),します,しない,した,して,できる,したい,しろ,しよう,すれば,される,させる,untuk mempresentasikan; untuk menyerahkan (misalnya laporan atau tesis)
適する,てきする,tekisuru,JLPT N3,Verb,Suru (Group 3),適します,適しない,適した,適して,適できる,適したい,適しろ,適しよう,適すれば,適される,適させる,agar sesuai; cocok
適用する,てきようする,tekiyousuru,JLPT N3,Verb,Suru (Group 3),適用します,適用しない,適用した,適用して,適用できる,適用したい,適用しろ,適用しよう,適用すれば,適用される,適用させる,"menerapkan (misalnya, suatu teknologi); adopsi"
徹底する,てっていする,tetteisuru,JLPT N3,Verb,Suru (Group 3),徹底します,徹底しない,徹底した,徹底して,徹底できる,徹底したい,徹底しろ,徹底しよう,徹底すれば,徹底される,徹底させる,ketelitian; kelengkapan
飛ばす,とばす,tobasu,JLPT N3,Verb,Godan (Group 1),飛ばします,飛ばさない,飛ばした,飛ばして,飛ばせる,飛ばしたい,飛ばせ,飛ばそう,飛ばせば,飛ばされる,飛ばさせる,terbang; menembak
飛び出す,とびだす,tobidasu,JLPT N3,Verb,Godan (Group 1),飛び出します,飛び出さない,飛び出した,飛び出して,飛び出せる,飛び出したい,飛び出せ,飛び出そう,飛び出せば,飛び出される,飛び出させる,melompat keluar; bergegas keluar
届く,とどく,todoku,JLPT N3,Verb,Godan (Group 1),届きます,届かない,届いた,届いて,届ける,届きたい,届け,届こう,届けば,届かれる,届かせる,mencapai; tiba
閉じる,とじる,tojiru,JLPT N3,Verb,Ichidan (Group 2),閉じます,閉じない,閉じた,閉じて,閉じられる,閉じたい,閉じろ,閉じよう,閉じれば,閉じられる,閉じさせる,"untuk menutup (misalnya buku, mata, pertemuan, dll.); untuk menutup"
解ける,とける,tokeru,JLPT N3,Verb,Ichidan (Group 2),解けます,解けない,解けた,解けて,解けられる,解けたい,解けろ,解けよう,解ければ,解けられる,解けさせる,untuk diselesaikan
解く,とく,toku,JLPT N3,Verb,Godan (Group 1),解きます,解かない,解いた,解いて,解ける,解きたい,解け,解こう,解けば,解かれる,解かせる,untuk melepaskan ikatan; untuk membuka kancing
通り過ぎる,とおりすぎる,toorisugiru,JLPT N3,Verb,Ichidan (Group 2),通り過ぎます,通り過ぎない,通り過ぎた,通り過ぎて,通り過ぎられる,通り過ぎたい,通り過ぎろ,通り過ぎよう,通り過ぎれば,通り過ぎられる,通り過ぎさせる,melewati; menembus
通す,とおす,toosu,JLPT N3,Verb,Godan (Group 1),通します,通さない,通した,通して,通せる,通したい,通せ,通そう,通せば,通される,通させる,untuk menembus; untuk memaksa masuk
取れる,とれる,toreru,JLPT N3,Verb,Ichidan (Group 2),取れます,取れない,取れた,取れて,取れられる,取れたい,取れろ,取れよう,取れれば,取れられる,取れさせる,terlepas; dihilangkan
取り上げる,とりあげる,toriageru,JLPT N3,Verb,Ichidan (Group 2),取り上げます,取り上げない,取り上げた,取り上げて,取り上げられる,取り上げたい,取り上げろ,取り上げよう,取り上げれば,取り上げられる,取り上げさせる,mengambil; memungut
到着する,とうちゃくする,touchakusuru,JLPT N3,Verb,Suru (Group 3),到着します,到着しない,到着した,到着して,到着できる,到着したい,到着しろ,到着しよう,到着すれば,到着される,到着させる,"kedatangan  とうちゃく: ichi1, news1, nf08. nama: ichi1, berita1, nf08."
投票する,とうひょうする,touhyousuru,JLPT N3,Verb,Suru (Group 3),投票します,投票しない,投票した,投票して,投票できる,投票したい,投票しろ,投票しよう,投票すれば,投票される,投票させる,pemungutan suara; jajak pendapat
登山する,とざんする,tozansuru,JLPT N3,Verb,Suru (Group 3),登山します,登山しない,登山した,登山して,登山できる,登山したい,登山しろ,登山しよう,登山すれば,登山される,登山させる,pendakian gunung
捕まる,つかまる,tsukamaru,JLPT N3,Verb,Godan (Group 1),捕まります,捕まらない,捕まった,捕まって,捕まれる,捕まりたい,捕まれ,捕まろう,捕まれば,捕まられる,捕まらせる,tertangkap; ditangkap
掴む,つかむ,tsukamu,JLPT N3,Verb,Godan (Group 1),掴みます,掴まない,掴んだ,掴んで,掴める,掴みたい,掴め,掴もう,掴めば,掴まれる,掴ませる,merebut; menangkap
就く,つく,tsuku,JLPT N3,Verb,Godan (Group 1),就きます,就かない,就いた,就いて,就ける,就きたい,就け,就こう,就けば,就かれる,就かせる,naik (takhta); menyetujui
詰める,つめる,tsumeru,JLPT N3,Verb,Ichidan (Group 2),詰めます,詰めない,詰めた,詰めて,詰められる,詰めたい,詰めろ,詰めよう,詰めれば,詰められる,詰めさせる,memasukkan ke dalam; menyumpal
積もる,つもる,tsumoru,JLPT N3,Verb,Godan (Group 1),積もります,積もらない,積もった,積もって,積もれる,積もりたい,積もれ,積もろう,積もれば,積もられる,積もらせる,menumpuk; mengakumulasi
繋ぐ,つなぐ,tsunagu,JLPT N3,Verb,Godan (Group 1),繋ぎます,繋がない,繋いだ,繋いで,繋げる,繋ぎたい,繋げ,繋ごう,繋げば,繋がれる,繋がせる,untuk menghubungkan; untuk mengaitkan bersama
連れする,つれする,tsuresuru,JLPT N3,Verb,Suru (Group 3),連れします,連れしない,連れした,連れして,連れできる,連れしたい,連れしろ,連れしよう,連れすれば,連れされる,連れさせる,pendamping; perusahaan
通学する,つうがくする,tsuugakusuru,JLPT N3,Verb,Suru (Group 3),通学します,通学しない,通学した,通学して,通学できる,通学したい,通学しろ,通学しよう,通学すれば,通学される,通学させる,perjalanan ke sekolah; perjalanan sekolah
通じる,つうじる,tsuujiru,JLPT N3,Verb,Ichidan (Group 2),通じます,通じない,通じた,通じて,通じられる,通じたい,通じろ,通じよう,通じれば,通じられる,通じさせる,terbuka (untuk lalu lintas); mengarah ke
通過する,つうかする,tsuukasuru,JLPT N3,Verb,Suru (Group 3),通過します,通過しない,通過した,通過して,通過できる,通過したい,通過しろ,通過しよう,通過すれば,通過される,通過させる,"perjalanan melalui (misalnya, kereta api melewati sebuah stasiun); transit"
通行する,つうこうする,tsuukousuru,JLPT N3,Verb,Suru (Group 3),通行します,通行しない,通行した,通行して,通行できる,通行したい,通行しろ,通行しよう,通行すれば,通行される,通行させる,jalan; lewat
通信する,つうしんする,tsuushinsuru,JLPT N3,Verb,Suru (Group 3),通信します,通信しない,通信した,通信して,通信できる,通信したい,通信しろ,通信しよう,通信すれば,通信される,通信させる,surat-menyurat; komunikasi
奪う,うばう,ubau,JLPT N3,Verb,Godan (Group 1),奪います,奪わない,奪った,奪って,奪える,奪いたい,奪え,奪おう,奪えば,奪われる,奪わせる,merebut; mengambil alih
動かす,うごかす,ugokasu,JLPT N3,Verb,Godan (Group 1),動かします,動かさない,動かした,動かして,動かせる,動かしたい,動かせ,動かそう,動かせば,動かされる,動かさせる,bergerak; bergeser
伺う,うかがう,ukagau,JLPT N3,Verb,Godan (Group 1),伺います,伺わない,伺った,伺って,伺える,伺いたい,伺え,伺おう,伺えば,伺われる,伺わせる,bertanya; menanyakan
受け取る,うけとる,uketoru,JLPT N3,Verb,Godan (Group 1),受け取ります,受け取らない,受け取った,受け取って,受け取れる,受け取りたい,受け取れ,受け取ろう,受け取れば,受け取られる,受け取らせる,menerima; mendapatkan
唸る,うなる,unaru,JLPT N3,Verb,Godan (Group 1),唸ります,唸らない,唸った,唸って,唸れる,唸りたい,唸れ,唸ろう,唸れば,唸られる,唸らせる,mengerang; merintih
運動する,うんどうする,undousuru,JLPT N3,Verb,Suru (Group 3),運動します,運動しない,運動した,運動して,運動できる,運動したい,運動しろ,運動しよう,運動すれば,運動される,運動させる,olahraga; latihan fisik
運転する,うんてんする,untensuru,JLPT N3,Verb,Suru (Group 3),運転します,運転しない,運転した,運転して,運転できる,運転したい,運転しろ,運転しよう,運転すれば,運転される,運転させる,"pengoperasian (mesin, dll.); beroperasi"
裏切る,うらぎる,uragiru,JLPT N3,Verb,Godan (Group 1),裏切ります,裏切らない,裏切った,裏切って,裏切れる,裏切りたい,裏切れ,裏切ろう,裏切れば,裏切られる,裏切らせる,mengkhianati; membuat pengkhianat
売れる,うれる,ureru,JLPT N3,Verb,Ichidan (Group 2),売れます,売れない,売れた,売れて,売れられる,売れたい,売れろ,売れよう,売れれば,売れられる,売れさせる,untuk menjual (dengan baik)
失う,うしなう,ushinau,JLPT N3,Verb,Godan (Group 1),失います,失わない,失った,失って,失える,失いたい,失え,失おう,失えば,失われる,失わせる,kehilangan; berpisah dengan
疑う,うたがう,utagau,JLPT N3,Verb,Godan (Group 1),疑います,疑わない,疑った,疑って,疑える,疑いたい,疑え,疑おう,疑えば,疑われる,疑わせる,meragukan; tidak mempercayai
撃つ,うつ,utsu,JLPT N3,Verb,Godan (Group 1),撃ちます,撃たない,撃った,撃って,撃てる,撃ちたい,撃て,撃とう,撃てば,撃たれる,撃たせる,menembak (ke arah)
移す,うつす,utsusu,JLPT N3,Verb,Godan (Group 1),移します,移さない,移した,移して,移せる,移したい,移せ,移そう,移せば,移される,移させる,mengubah; menukar
訴える,うったえる,uttaeru,JLPT N3,Verb,Ichidan (Group 2),訴えます,訴えない,訴えた,訴えて,訴えられる,訴えたい,訴えろ,訴えよう,訴えれば,訴えられる,訴えさせる,untuk mengangkat; untuk menarik perhatian (seseorang)
噂する,うわさする,uwasasuru,JLPT N3,Verb,Suru (Group 3),噂します,噂しない,噂した,噂して,噂できる,噂したい,噂しろ,噂しよう,噂すれば,噂される,噂させる,desas-desus; kabar burung
分ける,わける,wakeru,JLPT N3,Verb,Ichidan (Group 2),分けます,分けない,分けた,分けて,分けられる,分けたい,分けろ,分けよう,分ければ,分けられる,分けさせる,membagi (menjadi); memisahkan (menjadi)
割る,わる,waru,JLPT N3,Verb,Godan (Group 1),割ります,割らない,割った,割って,割れる,割りたい,割れ,割ろう,割れば,割られる,割らせる,untuk membagi
破る,やぶる,yaburu,JLPT N3,Verb,Godan (Group 1),破ります,破らない,破った,破って,破れる,破りたい,破れ,破ろう,破れば,破られる,破らせる,merobek; memecahkan
辞める,やめる,yameru,JLPT N3,Verb,Ichidan (Group 2),辞めます,辞めない,辞めた,辞めて,辞められる,辞めたい,辞めろ,辞めよう,辞めれば,辞められる,辞めさせる,mengundurkan diri; pensiun
雇う,やとう,yatou,JLPT N3,Verb,Godan (Group 1),雇います,雇わない,雇った,雇って,雇える,雇いたい,雇え,雇おう,雇えば,雇われる,雇わせる,untuk mempekerjakan
稍する,ややする,yayasuru,JLPT N3,Verb,Suru (Group 3),稍します,稍しない,稍した,稍して,稍できる,稍したい,稍しろ,稍しよう,稍すれば,稍される,稍させる,sedikit; sebagian
予防する,よぼうする,yobousuru,JLPT N3,Verb,Suru (Group 3),予防します,予防しない,予防した,予防して,予防できる,予防したい,予防しろ,予防しよう,予防すれば,予防される,予防させる,pencegahan; kewaspadaan
予報する,よほうする,yohousuru,JLPT N3,Verb,Suru (Group 3),予報します,予報しない,予報した,予報して,予報できる,予報したい,予報しろ,予報しよう,予報すれば,予報される,予報させる,ramalan; prediksi
予期する,よきする,yokisuru,JLPT N3,Verb,Suru (Group 3),予期します,予期しない,予期した,予期して,予期できる,予期したい,予期しろ,予期しよう,予期すれば,予期される,予期させる,harapan; menganggap akan terjadi
横切る,よこぎる,yokogiru,JLPT N3,Verb,Godan (Group 1),横切ります,横切らない,横切った,横切って,横切れる,横切りたい,横切れ,横切ろう,横切れば,横切られる,横切らせる,menyeberang (misalnya jalan); melintasi
予測する,よそくする,yosokusuru,JLPT N3,Verb,Suru (Group 3),予測します,予測しない,予測した,予測して,予測できる,予測したい,予測しろ,予測しよう,予測すれば,予測される,予測させる,prediksi; estimasi
止す,よす,yosu,JLPT N3,Verb,Godan (Group 1),止します,止さない,止した,止して,止せる,止したい,止せ,止そう,止せば,止される,止させる,berhenti; menghentikan
酔う,よう,you,JLPT N3,Verb,Godan (Group 1),酔います,酔わない,酔った,酔って,酔える,酔いたい,酔え,酔おう,酔えば,酔われる,酔わせる,mabuk; menjadi teler
用心する,ようじんする,youjinsuru,JLPT N3,Verb,Suru (Group 3),用心します,用心しない,用心した,用心して,用心できる,用心したい,用心しろ,用心しよう,用心すれば,用心される,用心させる,perawatan; pencegahan
要求する,ようきゅうする,youkyuusuru,JLPT N3,Verb,Suru (Group 3),要求します,要求しない,要求した,要求して,要求できる,要求したい,要求しろ,要求しよう,要求すれば,要求される,要求させる,permintaan; permohonan tegas
許す,ゆるす,yurusu,JLPT N3,Verb,Godan (Group 1),許します,許さない,許した,許して,許せる,許したい,許せ,許そう,許せば,許される,許させる,mengizinkan; memperbolehkan
輸出する,ゆしゅつする,yushutsusuru,JLPT N3,Verb,Suru (Group 3),輸出します,輸出しない,輸出した,輸出して,輸出できる,輸出したい,輸出しろ,輸出しよう,輸出すれば,輸出される,輸出させる,ekspor
優勝する,ゆうしょうする,yuushousuru,JLPT N3,Verb,Suru (Group 3),優勝します,優勝しない,優勝した,優勝して,優勝できる,優勝したい,優勝しろ,優勝しよう,優勝すれば,優勝される,優勝させる,kemenangan keseluruhan; kejuaraan
譲る,ゆずる,yuzuru,JLPT N3,Verb,Godan (Group 1),譲ります,譲らない,譲った,譲って,譲れる,譲りたい,譲れ,譲ろう,譲れば,譲られる,譲らせる,untuk menyerahkan; untuk mengalihkan
前進する,ぜんしんする,zenshinsuru,JLPT N3,Verb,Suru (Group 3),前進します,前進しない,前進した,前進して,前進できる,前進したい,前進しろ,前進しよう,前進すれば,前進される,前進させる,maju; mendorong
増加する,ぞうかする,zoukasuru,JLPT N3,Verb,Suru (Group 3),増加します,増加しない,増加した,増加して,増加できる,増加したい,増加しろ,増加しよう,増加すれば,増加される,増加させる,peningkatan; kenaikan
上がる,あがる,agaru,JLPT N4,Verb,Godan (Group 1),上がります,上がらない,上がった,上がって,上がれる,上がりたい,上がれ,上がろう,上がれば,上がられる,上がらせる,untuk bangkit; untuk naik
安心する,あんしんする,anshinsuru,JLPT N4,Verb,Suru (Group 3),安心します,安心しない,安心した,安心して,安心できる,安心したい,安心しろ,安心しよう,安心すれば,安心される,安心させる,kelegaan; ketenangan pikiran
アルバイトする,アルバイトする,arubaitosuru,JLPT N4,Verb,Suru (Group 3),アルバイトします,アルバイトしない,アルバイトした,アルバイトして,アルバイトできる,アルバイトしたい,アルバイトしろ,アルバイトしよう,アルバイトすれば,アルバイトされる,アルバイトさせる,pekerjaan paruh waktu; pekerjaan sampingan
集まる,あつまる,atsumaru,JLPT N4,Verb,Godan (Group 1),集まります,集まらない,集まった,集まって,集まれる,集まりたい,集まれ,集まろう,集まれば,集まられる,集まらせる,mengumpulkan; mengoleksi
集める,あつめる,atsumeru,JLPT N4,Verb,Ichidan (Group 2),集めます,集めない,集めた,集めて,集められる,集めたい,集めろ,集めよう,集めれば,集められる,集めさせる,mengumpulkan; menyusun
合う,あう,au,JLPT N4,Verb,Godan (Group 1),合います,合わない,合った,合って,合える,合いたい,合え,合おう,合えば,合われる,合わせる,untuk berkumpul; untuk bergabung
謝る,あやまる,ayamaru,JLPT N4,Verb,Godan (Group 1),謝ります,謝らない,謝った,謝って,謝れる,謝りたい,謝れ,謝ろう,謝れば,謝られる,謝らせる,meminta maaf; meminta maaf
貿易する,ぼうえきする,bouekisuru,JLPT N4,Verb,Suru (Group 3),貿易します,貿易しない,貿易した,貿易して,貿易できる,貿易したい,貿易しろ,貿易しよう,貿易すれば,貿易される,貿易させる,perdagangan (luar negeri)
注意する,ちゅういする,chuuisuru,JLPT N4,Verb,Suru (Group 3),注意します,注意しない,注意した,注意して,注意できる,注意したい,注意しろ,注意しよう,注意すれば,注意される,注意させる,kehati-hatian; bersikap waspada
注射する,ちゅうしゃする,chuushasuru,JLPT N4,Verb,Suru (Group 3),注射します,注射しない,注射した,注射して,注射できる,注射したい,注射しろ,注射しよう,注射すれば,注射される,注射させる,injeksi
暖房する,だんぼうする,danbousuru,JLPT N4,Verb,Suru (Group 3),暖房します,暖房しない,暖房した,暖房して,暖房できる,暖房したい,暖房しろ,暖房しよう,暖房すれば,暖房される,暖房させる,pemanas (dalam ruangan)
泥棒する,どろぼうする,dorobousuru,JLPT N4,Verb,Suru (Group 3),泥棒します,泥棒しない,泥棒した,泥棒して,泥棒できる,泥棒したい,泥棒しろ,泥棒しよう,泥棒すれば,泥棒される,泥棒させる,pencuri; perampok
遠慮する,えんりょする,enryosuru,JLPT N4,Verb,Suru (Group 3),遠慮します,遠慮しない,遠慮した,遠慮して,遠慮できる,遠慮したい,遠慮しろ,遠慮しよう,遠慮すれば,遠慮される,遠慮させる,sikap tenang; batasan
選ぶ,えらぶ,erabu,JLPT N4,Verb,Godan (Group 1),選びます,選ばない,選んだ,選んで,選べる,選びたい,選べ,選ぼう,選べば,選ばれる,選ばせる,untuk memilih; untuk menyeleksi
増える,ふえる,fueru,JLPT N4,Verb,Ichidan (Group 2),増えます,増えない,増えた,増えて,増えられる,増えたい,増えろ,増えよう,増えれば,増えられる,増えさせる,untuk meningkatkan; untuk memperbanyak
復習する,ふくしゅうする,fukushuusuru,JLPT N4,Verb,Suru (Group 3),復習します,復習しない,復習した,復習して,復習できる,復習したい,復習しろ,復習しよう,復習すれば,復習される,復習させる,tinjauan; revisi
踏む,ふむ,fumu,JLPT N4,Verb,Godan (Group 1),踏みます,踏まない,踏んだ,踏んで,踏める,踏みたい,踏め,踏もう,踏めば,踏まれる,踏ませる,menginjak; berjalan di atas
降り出す,ふりだす,furidasu,JLPT N4,Verb,Godan (Group 1),降り出します,降り出さない,降り出した,降り出して,降り出せる,降り出したい,降り出せ,降り出そう,降り出せば,降り出される,降り出させる,mulai hujan; mulai turun salju
太る,ふとる,futoru,JLPT N4,Verb,Godan (Group 1),太ります,太らない,太った,太って,太れる,太りたい,太れ,太ろう,太れば,太られる,太らせる,"menjadi gemuk (berisi, montok); menjadi gemuk"
下宿する,げしゅくする,geshukusuru,JLPT N4,Verb,Suru (Group 3),下宿します,下宿しない,下宿した,下宿して,下宿できる,下宿したい,下宿しろ,下宿しよう,下宿すれば,下宿される,下宿させる,penginapan; rumah kos
ご覧になる,ごらんになる,goranninaru,JLPT N4,Verb,Godan (Group 1),ご覧になります,ご覧にならない,ご覧になった,ご覧になって,ご覧になれる,ご覧になりたい,ご覧になれ,ご覧になろう,ご覧になれば,ご覧になられる,ご覧にならせる,melihat; mengamati
拝見する,はいけんする,haikensuru,JLPT N4,Verb,Suru (Group 3),拝見します,拝見しない,拝見した,拝見して,拝見できる,拝見したい,拝見しろ,拝見しよう,拝見すれば,拝見される,拝見させる,melihat; memperhatikan
始める,はじめる,hajimeru,JLPT N4,Verb,Ichidan (Group 2),始めます,始めない,始めた,始めて,始められる,始めたい,始めろ,始めよう,始めれば,始められる,始めさせる,untuk memulai; untuk mengawali
運ぶ,はこぶ,hakobu,JLPT N4,Verb,Godan (Group 1),運びます,運ばない,運んだ,運んで,運べる,運びたい,運べ,運ぼう,運べば,運ばれる,運ばせる,membawa; mengangkut
花見する,はなみする,hanamisuru,JLPT N4,Verb,Suru (Group 3),花見します,花見しない,花見した,花見して,花見できる,花見したい,花見しろ,花見しよう,花見すれば,花見される,花見させる,Melihat bunga sakura; melihat bunga-bunga lainnya
反対する,はんたいする,hantaisuru,JLPT N4,Verb,Suru (Group 3),反対します,反対しない,反対した,反対して,反対できる,反対したい,反対しろ,反対しよう,反対すれば,反対される,反対させる,oposisi; perlawanan
払う,はらう,harau,JLPT N4,Verb,Godan (Group 1),払います,払わない,払った,払って,払える,払いたい,払え,払おう,払えば,払われる,払わせる,"untuk membayar (misalnya uang, tagihan)"
発音する,はつおんする,hatsuonsuru,JLPT N4,Verb,Suru (Group 3),発音します,発音しない,発音した,発音して,発音できる,発音したい,発音しろ,発音しよう,発音すれば,発音される,発音させる,pengucapan
返事する,へんじする,henjisuru,JLPT N4,Verb,Suru (Group 3),返事します,返事しない,返事した,返事して,返事できる,返事したい,返事しろ,返事しよう,返事すれば,返事される,返事させる,balasan; jawaban
冷える,ひえる,hieru,JLPT N4,Verb,Ichidan (Group 2),冷えます,冷えない,冷えた,冷えて,冷えられる,冷えたい,冷えろ,冷えよう,冷えれば,冷えられる,冷えさせる,"menjadi dingin (dari suhu ruangan, misalnya di dalam lemari es); menjadi sejuk"
光る,ひかる,hikaru,JLPT N4,Verb,Godan (Group 1),光ります,光らない,光った,光って,光れる,光りたい,光れ,光ろう,光れば,光られる,光らせる,bersinar; berkilau
引き出す,ひきだす,hikidasu,JLPT N4,Verb,Godan (Group 1),引き出します,引き出さない,引き出した,引き出して,引き出せる,引き出したい,引き出せ,引き出そう,引き出せば,引き出される,引き出させる,untuk mencabut; untuk mengeluarkan
引っ越す,ひっこす,hikkosu,JLPT N4,Verb,Godan (Group 1),引っ越します,引っ越さない,引っ越した,引っ越して,引っ越せる,引っ越したい,引っ越せ,引っ越そう,引っ越せば,引っ越される,引っ越させる,pindah (rumah); berganti tempat tinggal
拾う,ひろう,hirou,JLPT N4,Verb,Godan (Group 1),拾います,拾わない,拾った,拾って,拾える,拾いたい,拾え,拾おう,拾えば,拾われる,拾わせる,mengambil; menemukan
褒める,ほめる,homeru,JLPT N4,Verb,Ichidan (Group 2),褒めます,褒めない,褒めた,褒めて,褒められる,褒めたい,褒めろ,褒めよう,褒めれば,褒められる,褒めさせる,memuji; mengagumi
翻訳する,ほんやくする,honyakusuru,JLPT N4,Verb,Suru (Group 3),翻訳します,翻訳しない,翻訳した,翻訳して,翻訳できる,翻訳したい,翻訳しろ,翻訳しよう,翻訳すれば,翻訳される,翻訳させる,terjemahan
苛める,いじめる,ijimeru,JLPT N4,Verb,Ichidan (Group 2),苛めます,苛めない,苛めた,苛めて,苛められる,苛めたい,苛めろ,苛めよう,苛めれば,苛められる,苛めさせる,untuk menggoda; untuk menyiksa
意見する,いけんする,ikensuru,JLPT N4,Verb,Suru (Group 3),意見します,意見しない,意見した,意見して,意見できる,意見したい,意見しろ,意見しよう,意見すれば,意見される,意見させる,opini; pandangan
生きる,いきる,ikiru,JLPT N4,Verb,Ichidan (Group 2),生きます,生きない,生きた,生きて,生きられる,生きたい,生きろ,生きよう,生きれば,生きられる,生きさせる,untuk hidup; untuk ada
祈る,いのる,inoru,JLPT N4,Verb,Godan (Group 1),祈ります,祈らない,祈った,祈って,祈れる,祈りたい,祈れ,祈ろう,祈れば,祈られる,祈らせる,berdoa; berharap
いらっしゃる,いらっしゃる,irassharu,JLPT N4,Verb,Godan (Group 1),いらっしゃります,いらっしゃらない,いらっしゃった,いらっしゃって,いらっしゃれる,いらっしゃりたい,いらっしゃれ,いらっしゃろう,いらっしゃれば,いらっしゃられる,いらっしゃらせる,datang; pergi
急ぐ,いそぐ,isogu,JLPT N4,Verb,Godan (Group 1),急ぎます,急がない,急いだ,急いで,急げる,急ぎたい,急げ,急ごう,急げば,急がれる,急がせる,bergegas; terburu-buru
致す,いたす,itasu,JLPT N4,Verb,Godan (Group 1),致します,致さない,致した,致して,致せる,致したい,致せ,致そう,致せば,致される,致させる,untuk dilakukan
変える,かえる,kaeru,JLPT N4,Verb,Ichidan (Group 2),変えます,変えない,変えた,変えて,変えられる,変えたい,変えろ,変えよう,変えれば,変えられる,変えさせる,mengubah; memodifikasi
会議する,かいぎする,kaigisuru,JLPT N4,Verb,Suru (Group 3),会議します,会議しない,会議した,会議して,会議できる,会議したい,会議しろ,会議しよう,会議すれば,会議される,会議させる,pertemuan; konferensi
会話する,かいわする,kaiwasuru,JLPT N4,Verb,Suru (Group 3),会話します,会話しない,会話した,会話して,会話できる,会話したい,会話しろ,会話しよう,会話すれば,会話される,会話させる,percakapan
噛む,かむ,kamu,JLPT N4,Verb,Godan (Group 1),噛みます,噛まない,噛んだ,噛んで,噛める,噛みたい,噛め,噛もう,噛めば,噛まれる,噛ませる,menggigit; mengunyah
考える,かんがえる,kangaeru,JLPT N4,Verb,Ichidan (Group 2),考えます,考えない,考えた,考えて,考えられる,考えたい,考えろ,考えよう,考えれば,考えられる,考えさせる,untuk memikirkan; untuk mempertimbangkan
関係する,かんけいする,kankeisuru,JLPT N4,Verb,Suru (Group 3),関係します,関係しない,関係した,関係して,関係できる,関係したい,関係しろ,関係しよう,関係すれば,関係される,関係させる,hubungan; relasi
片付ける,かたづける,katazukeru,JLPT N4,Verb,Ichidan (Group 2),片付けます,片付けない,片付けた,片付けて,片付けられる,片付けたい,片付けろ,片付けよう,片付ければ,片付けられる,片付けさせる,merapikan; menata
勝つ,かつ,katsu,JLPT N4,Verb,Godan (Group 1),勝ちます,勝たない,勝った,勝って,勝てる,勝ちたい,勝て,勝とう,勝てば,勝たれる,勝たせる,untuk menang; untuk meraih kemenangan
乾く,かわく,kawaku,JLPT N4,Verb,Godan (Group 1),乾きます,乾かない,乾いた,乾いて,乾ける,乾きたい,乾け,乾こう,乾けば,乾かれる,乾かせる,untuk mengeringkan
変わる,かわる,kawaru,JLPT N4,Verb,Godan (Group 1),変わります,変わらない,変わった,変わって,変われる,変わりたい,変われ,変わろう,変われば,変わられる,変わらせる,berubah; ditransformasikan
通う,かよう,kayou,JLPT N4,Verb,Godan (Group 1),通います,通わない,通った,通って,通える,通いたい,通え,通おう,通えば,通われる,通わせる,pergi ke dan dari (suatu tempat); bolak-balik antara
飾る,かざる,kazaru,JLPT N4,Verb,Godan (Group 1),飾ります,飾らない,飾った,飾って,飾れる,飾りたい,飾れ,飾ろう,飾れば,飾られる,飾らせる,untuk mendekorasi; untuk memperindah
経済する,けいざいする,keizaisuru,JLPT N4,Verb,Suru (Group 3),経済します,経済しない,経済した,経済して,経済できる,経済したい,経済しろ,経済しよう,経済すれば,経済される,経済させる,ekonomi; bisnis
